LGU PROFILE,,,LGU PROFILE,,,,,,,,,,,,,DECEMBER 2024,,,January 2025,,,February 2025,,,March 2025,,,April 2025,,,May 2025,,,June 2025,,,July 2025,,,August 2025,,,September 2025,,,October 2025,,,November 2025,,,December 2025,,
10-035-12-000,10-35-12-000,"Maigo, Lanao del Norte",Maigo,Lanao del Norte,Region X (Northern Mindanao),Municipality,4th,R10,A,N,#REF!,#REF!,https://bpbc.ibpls.com/maigolanaodelnorte,https://prod.ebpls.com/maigolanaodelnorte,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16-067-14-000,16-67-14-000,"Mainit, Surigao del Norte",Mainit,Surigao del Norte,Region XIII (Caraga),Municipality,4th,R13,A,O,#REF!,#REF!,https://bpbc.ibpls.com/mainitsurigaodelnorte,https://prod.ebpls.com/mainitsurigaodelnorte,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12-080-05-000,12-80-05-000,"Maitum, Sarangani",Maitum,Sarangani,Region XII (SOCCSKSARGEN),Municipality,2nd,R12,A,Q,#REF!,#REF!,https://bpbc.ibpls.com/maitumsarangani,https://prod.ebpls.com/maitumsarangani,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06-004-11-000,06-04-11-000,"Makato, Aklan",Makato,Aklan,Region VI (Western Visayas),Municipality,4th,R6,A,I,#REF!,#REF!,https://bpbc.ibpls.com/makatoaklan,https://prod.ebpls.com/makatoaklan,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07-022-29-000,07-22-29-000,"Malabuyoc, Cebu",Malabuyoc,Cebu,Region VII (Central Visayas),Municipality,5th,R7,B,J,#REF!,#REF!,https://bpbc.ibpls.com/malabuyoccebu,https://prod.ebpls.com/malabuyoccebu,2023-01,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11-024-08-000,11-24-08-000,"Malalag, Davao del Sur",Malalag,Davao del Sur,Region XI (Davao Region),Municipality,2nd,R11,A,P,#REF!,#REF!,https://bpbc.ibpls.com/malalagdavaodelsur,https://prod.ebpls.com/malalagdavaodelsur,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09-083-08-000,09-83-08-000,"Malangas, Zamboanga Sibugay",Malangas,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),Municipality,3rd*,R9,B,L,#REF!,#REF!,https://bpbc.ibpls.com/malangaszamboangasibugay,https://prod.ebpls.com/malangaszamboangasibugay/.php/login,2023-01,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12-080-06-000,12-80-06-000,"Malapatan, Sarangani",Malapatan,Sarangani,Region XII (SOCCSKSARGEN),Municipality,1st,R12,A,Q,#REF!,#REF!,https://bpbc.ibpls.com/malapatansarangani,https://prod.ebpls.com/malapatansarangani,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06-004-12-000,06-04-12-000,"Malay, Aklan",Malay,Aklan,Region VI (Western Visayas),Municipality,1st,R6,A,I,#REF!,#REF!,https://bpbc.ibpls.com/malayaklan,https://prod.ebpls.com/malayaklan,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06-004-13-000,06-04-13-000,"Malinao, Aklan",Malinao,Aklan,Region VI (Western Visayas),Municipality,4th,R6,A,I,#REF!,#REF!,https://bpbc.ibpls.com/malinaoaklan,https://prod.ebpls.com/malinaoaklan,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08-064-09-000,08-64-09-000,"Malitbog, Southern Leyte",Malitbog,Southern Leyte,Region VIII (Eastern Visayas),Municipality,4th*,R8,A,K,#REF!,#REF!,https://bpbc.ibpls.com/malitbogsouthernleyte,https://prod.ebpls.com/malitbogsouthernleyte,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02-031-19-000,02-31-19-000,"Mallig, Isabela",Mallig,Isabela,Region II (Cagayan Valley),Municipality,4th,R2,A,D,#REF!,#REF!,https://bpbc.ibpls.com/malligisabela,https://prod.ebpls.com/malligisabela,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12-080-07-000,12-80-07-000,"Malungon, Sarangani",Malungon,Sarangani,Region XII (SOCCSKSARGEN),Municipality,1st,R12,B,Q,#REF!,#REF!,https://bpbc.ibpls.com/malungonsarangani,https://prod.ebpls.com/malungonsarangani,,#N/A,#N/A,#N/A,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10-018-04-000,10-18-04-000,"Mambajao, Camiguin",Mambajao,Camiguin,Region X (Northern Mindanao),Municipality,3rd,R10,A,N,#REF!,#REF!,https://bpbc.ibpls.com/mambajaocamiguin,https://prod.ebpls.com/mambajaocamiguin,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17-051-06-000,17-51-06-000,"Mamburao, Occidental Mindoro",Mamburao,Occidental Mindoro,MIMAROPA Region,Municipality,2nd,R4B,B,G,#REF!,#REF!,https://bpbc.ibpls.com/mamburaooccidentalmindoro,https://prod.ebpls.com/mamburaooccidentalmindoro/.php/login,,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07-012-27-000,07-12-27-000,"Lila, Bohol",Lila,Bohol,Region VII (Central Visayas),Municipality,5th,R7,B,J,#REF!,#REF!,,https://prod.ebpls.com/lilabohol,,#N/A,#N/A,#N/A,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06-019-08-000,06-19-08-000,"Mambusao, Capiz",Mambusao,Capiz,Region VI (Western Visayas),Municipality,3rd,R6,A,I,#REF!,#REF!,https://bpbc.ibpls.com/mambusaocapiz,https://prod.ebpls.com/mambusaocapiz/,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06-045-18-000,06-45-18-000,"Manapla, Negros Occidental",Manapla,Negros Occidental,Region VI (Western Visayas),Municipality,2nd,R6,A,I,#REF!,#REF!,https://bpbc.ibpls.com/manaplanegrosoccidental,https://prod.ebpls.com/manaplanegrosoccidental,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11-025-08-000,11-25-08-000,"Manay, Davao Oriental",Manay,Davao Oriental,Region XI (Davao Region),Municipality,2nd,R11,A,P,#REF!,#REF!,https://bpbc.ibpls.com/manaydavaooriental,https://prod.ebpls.com/manaydavaooriental,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05-041-10-000,05-41-10-000,"Mandaon, Masbate",Mandaon,Masbate,Region V (Bicol Region),Municipality,3rd,R5,B,H,#REF!,#REF!,https://bpbc.ibpls.com/mandaonmasbate,https://prod.ebpls.com/mandaonmasbate,,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01-055-26-000,01-55-26-000,"Mangaldan, Pangasinan",Mangaldan,Pangasinan,Region I (Ilocos Region),Municipality,1st,R1,A,C,#REF!,#REF!,https://bpbc.ibpls.com/mangaldanpangasinan,https://prod.ebpls.com/mangaldanpangasinan,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01-055-27-000,01-55-27-000,"Mangatarem, Pangasinan",Mangatarem,Pangasinan,Region I (Ilocos Region),Municipality,1st,R1,A,C,#REF!,#REF!,https://bpbc.ibpls.com/mangatarempangasinan,https://prod.ebpls.com/mangatarempangasinan,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07-046-15-000,07-46-15-000,"Manjuyod, Negros Oriental",Manjuyod,Negros Oriental,Region VII (Central Visayas),Municipality,2nd,R7,B,J,#REF!,#REF!,https://bpbc.ibpls.com/manjuyodnegrosoriental,https://prod.ebpls.com/manjuyodnegrosoriental,,#N/A,#N/A,#N/A,[2] Pilot Testing,[B] Developmental,,[2] Pilot Testing,[B] Developmental,,[2] Pilot Testing,[B] Developmental,,[2] Pilot Testing,[B] Developmental,,[2] Pilot Testing,[B] Developmental,,[2] Pilot Testing,[B] Developmental,,[2] Pilot Testing,[B] Developmental,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06-004-10-000,06-04-10-000,"Madalag, Aklan",Madalag,Aklan,Region VI (Western Visayas),Municipality,4th,R6,B,I,#REF!,#REF!,,https://prod.ebpls.com/madalagaklan,,#N/A,#N/A,#N/A,[5] For Training,[C] For Training/Others,,[5] For Training,[C] For Training/Others,,[5] For Training,[C] For Training/Others,,[5] For Training,[C] For Training/Others,,[5] For Training,[C] For Training/Others,,[5] For Training,[C] For Training/Others,,[5] For Training,[C] For Training/Others,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14-011-11-000,14-11-11-000,"Mankayan, Benguet",Mankayan,Benguet,Cordillera Administrative Region (CAR),Municipality,1st,CAR,A,B,#REF!,#REF!,https://bpbc.ibpls.com/mankayanbenguet,https://prod.ebpls.com/mankayanbenguet,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17-052-07-000,17-52-07-000,"Mansalay, Oriental Mindoro",Mansalay,Oriental Mindoro,MIMAROPA Region,Municipality,2nd,R4B,B,G,#REF!,#REF!,https://bpbc.ibpls.com/mansalayorientalmindoro,https://prod.ebpls.com/mansalayorientalmindoro/.php/login,,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10-043-18-000,10-43-18-000,"Manticao, Misamis Oriental",Manticao,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,A,N,#REF!,#REF!,https://bpbc.ibpls.com/manticaomisamisoriental,https://prod.ebpls.com/manticaomisamisoriental,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09-072-07-000,09-72-07-000,"Manukan, Zamboanga del Norte",Manukan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),Municipality,3rd,R9,B,L,#REF!,#REF!,https://bpbc.ibpls.com/manukanzamboangadelnorte,https://prod.ebpls.com/manukanzamboangadelnorte,2023-01,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01-029-12-000,01-29-12-000,"Magsingal, Ilocos Sur",Magsingal,Ilocos Sur,Region I (Ilocos Region),Municipality,3rd,R1,B,C,#REF!,#REF!,,https://prod.ebpls.com/magsingalilocossur,,#N/A,#N/A,#N/A,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08-048-12-000,08-48-12-000,"Mapanas, Northern Samar",Mapanas,Northern Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,A,K,#REF!,#REF!,https://bpbc.ibpls.com/mapanasnorthernsamar,https://prod.ebpls.com/mapanasnorthernsamar,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Zero transactions for the month of May 2025,[1] Operational,[A] Operational,Zero transactions for the month of May 2025,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01-055-28-000,01-55-28-000,"Mapandan, Pangasinan",Mapandan,Pangasinan,Region I (Ilocos Region),Municipality,3rd,R1,A,C,#REF!,#REF!,https://bpbc.ibpls.com/mapandanpangasinan,https://prod.ebpls.com/mapandanpangasinan,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08-060-10-000,08-60-10-000,"Marabut, Samar",Marabut,Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,A,K,#REF!,#REF!,https://bpbc.ibpls.com/marabutsamar,https://prod.ebpls.com/marabutsamar,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
04-021-13-000,04-21-13-000,"Maragondon, Cavite",Maragondon,Cavite,Region IV-A (CALABARZON),Municipality,3rd,R4A,B,F,#REF!,#REF!,https://bpbc.ibpls.com/maragondoncavite,https://prod.ebpls.com/maragondoncavite,,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11-082-05-000,11-82-05-000,"Maragusan, Davao de Oro",Maragusan,Davao de Oro,Region XI (Davao Region),Municipality,1st,R11,A,P,#REF!,#REF!,https://bpbc.ibpls.com/maragusandavaodeoro,https://prod.ebpls.com/maragusandavaodeoro,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05-005-09-000,05-05-09-000,"Malilipot, Albay",Malilipot,Albay,Region V (Bicol Region),Municipality,4th,R5,B,H,#REF!,#REF!,,https://prod.ebpls.com/malilipotalbay,,#N/A,#N/A,#N/A,[3] Ongoing Data Build-up,[B] Developmental,,[3] Ongoing Data Build-up,[B] Developmental,,[3] Ongoing Data Build-up,[B] Developmental,,[3] Ongoing Data Build-up,[B] Developmental,,[3] Ongoing Data Build-up,[B] Developmental,,[3] Ongoing Data Build-up,[B] Developmental,,[3] Ongoing Data Build-up,[B] Developmental,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09-073-17-000,09-73-17-000,"Margosatubig, Zamboanga del Sur",Margosatubig,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Municipality,3rd,R9,A,L,#REF!,#REF!,https://bpbc.ibpls.com/margosatubigzamboangadelsur,https://prod.ebpls.com/margosatubigzamboangadelsur,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-077-07-000,03-77-07-000,"Maria Aurora, Aurora",Maria Aurora,Aurora,Region III (Central Luzon),Municipality,2nd,R3,A,E,#REF!,#REF!,https://bpbc.ibpls.com/mariaauroraaurora,https://prod.ebpls.com/mariaauroraaurora/.php/login,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07-061-04-000,07-61-04-000,"Maria, Siquijor",Maria,Siquijor,Region VII (Central Visayas),Municipality,5th,R7,B,J,#REF!,#REF!,https://bpbc.ibpls.com/mariasiquijor,https://prod.ebpls.com/mariasiquijor,,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16-068-14-000,16-68-14-000,"Marihatag, Surigao del Sur",Marihatag,Surigao del Sur,Region XIII (Caraga),Municipality,3rd,R13,A,O,#REF!,#REF!,https://bpbc.ibpls.com/marihatagsurigaodelsur,https://prod.ebpls.com/marihatagsurigaodelsur,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08-078-07-000,08-78-07-000,"Maripipi, Biliran",Maripipi,Biliran,Region VIII (Eastern Visayas),Municipality,5th,R8,B,K,#REF!,#REF!,https://bpbc.ibpls.com/maripipibiliran,https://prod.ebpls.com/maripipibiliran,,#N/A,#N/A,#N/A,[2] Pilot Testing,[B] Developmental,,[2] Pilot Testing,[B] Developmental,,[2] Pilot Testing,[B] Developmental,"Done orientation to business owners, waiting for implementation",[2] Pilot Testing,[B] Developmental,"Done orientation to business owners, waiting for implementation",[2] Pilot Testing,[B] Developmental,"Done orientation to business owners, waiting for implementation",[2] Pilot Testing,[B] Developmental,"Done orientation to business owners, waiting for implementation",[2] Pilot Testing,[B] Developmental,"Done orientation to business owners, waiting for implementation",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
