REPORTING PERIOD,,,MONTHLY UTILIZATION STATUS,,LGU PROFILE,,,,,
2026-01,2026,[01] January,"Polangui, Albay",[1] Live,[A] Live,1st,Mun,1st,R5,v2
2026-01,2026,[01] January,"Candelaria, Zambales",[1] Live,[A] Live,3rd,Mun,3rd,R3,v2
2026-01,2026,[01] January,"Bangar, La Union",[1] Live,[A] Live,3rd,Mun,3rd,R1,with v1 v2
2026-01,2026,[01] January,"Bolinao, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v2
2026-01,2026,[01] January,"Burgos, Ilocos Norte",[1] Live,[A] Live,5th,Mun,5th,R1,v2
2026-01,2026,[01] January,"Dingras, Ilocos Norte",[1] Live,[A] Live,2nd,Mun,2nd,R1,with v1 v2
2026-01,2026,[01] January,"Hagonoy, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-01,2026,[01] January,"Baras, Catanduanes",[1] Live,[A] Live,5th,Mun,5th,R5,v2
2026-01,2026,[01] January,"City of Calapan, Oriental Mindoro",[1] Live,[A] Live,3rd,City,3rd,R4B,v2
2026-01,2026,[01] January,"Bustos, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-01,2026,[01] January,"Talisay, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v2
2026-01,2026,[01] January,"Galimuyod, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-01,2026,[01] January,"Makilala, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v2
2026-01,2026,[01] January,"Jaen, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v2
2026-01,2026,[01] January,"Luisiana, Laguna",[1] Live,[A] Live,4th,Mun,4th,R4A,v2
2026-01,2026,[01] January,"Laurel, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v2
2026-01,2026,[01] January,"Guinobatan, Albay",[1] Live,[A] Live,1st,Mun,1st,R5,v2
2026-01,2026,[01] January,"Pagudpud, Ilocos Norte",[1] Live,[A] Live,4th,Mun,4th,R1,with v1 v2
2026-01,2026,[01] January,"Bato, Catanduanes",[1] Live,[A] Live,5th,Mun,5th,R5,v2
2026-01,2026,[01] January,"Pinili, Ilocos Norte",[1] Live,[A] Live,3rd,Mun,3rd,R1,v2
2026-01,2026,[01] January,"Burgos, Pangasinan",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-01,2026,[01] January,"Gonzaga, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v2
2026-01,2026,[01] January,"Bani, Pangasinan",[1] Live,[A] Live,2nd,Mun,2nd,R1,v2
2026-01,2026,[01] January,"Cervantes, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-01,2026,[01] January,"Macalelon, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v2
2026-01,2026,[01] January,"Marcos, Ilocos Norte",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-01,2026,[01] January,"Labrador, Pangasinan",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-01,2026,[01] January,"Nagbukel, Ilocos Sur",[1] Live,[A] Live,5th,Mun,5th,R1,v2
2026-01,2026,[01] January,"Abulug, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v2
2026-01,2026,[01] January,"Gregorio Del Pilar, Ilocos Sur",[1] Live,[A] Live,5th,Mun,5th,R1,v2
2026-01,2026,[01] January,"Anda, Pangasinan",[1] Live,[A] Live,3rd,Mun,3rd,R1,with v1 v2
2026-01,2026,[01] January,"Alcala, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v2
2026-01,2026,[01] January,"Currimao, Ilocos Norte",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-01,2026,[01] January,"San Emilio, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-01,2026,[01] January,"Kapangan, Benguet",[1] Live,[A] Live,4th,Mun,4th,CAR,v2
2026-01,2026,[01] January,"Bagulin, La Union",[1] Live,[A] Live,5th,Mun,5th,R1,with v1 v2
2026-01,2026,[01] January,"Bay, Laguna",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v2
2026-01,2026,[01] January,"Mabini, Pangasinan",[1] Live,[A] Live,3rd,Mun,3rd,R1,v2
2026-01,2026,[01] January,"Lingayen, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,with v1 v2
2026-01,2026,[01] January,"Rizal, Cagayan",[1] Live,[A] Live,5th,Mun,5th,R2,v2
2026-01,2026,[01] January,"Cordon, Isabela",[1] Live,[A] Live,3rd,Mun,3rd,R2,with v1 v2
2026-01,2026,[01] January,"Jabonga, Agusan Del Norte",[1] Live,[A] Live,3rd,Mun,3rd,R13,v2
2026-01,2026,[01] January,"Orion, Bataan",[1] Live,[A] Live,2nd,Mun,2nd,R3,v2
2026-01,2026,[01] January,"Luna, La Union",[1] Live,[A] Live,3rd,Mun,3rd,R1,v2
2026-01,2026,[01] January,"Burdeos, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v2
2026-01,2026,[01] January,"San Nicolas, Ilocos Norte",[1] Live,[A] Live,2nd,Mun,2nd,R1,with v1 v2
2026-01,2026,[01] January,"Agno, Pangasinan",[1] Live,[A] Live,3rd,Mun,3rd,R1,v2
2026-01,2026,[01] January,"Manito, Albay",[1] Live,[A] Live,4th,Mun,4th,R5,v2
2026-01,2026,[01] January,"Balaoan, La Union",[1] Live,[A] Live,1st,Mun,1st,R1,with v1 v2
2026-01,2026,[01] January,"Rosario, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v2
2026-01,2026,[01] January,"Siquijor, Siquijor",[1] Live,[A] Live,4th,Mun,4th,NIR,v2
2026-01,2026,[01] January,"Calayan, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v2
2026-01,2026,[01] January,"Santa Catalina, Ilocos Sur",[1] Live,[A] Live,5th,Mun,5th,R1,with v1 v2
2026-01,2026,[01] January,"City of Tarlac, Tarlac",[1] Live,[A] Live,1st,City,1st,R3,v2
2026-01,2026,[01] January,"Santa Cruz, Ilocos Sur",[1] Live,[A] Live,1st,Mun,1st,R1,with v1 v2
2026-01,2026,[01] January,"Pilar, Bataan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v2
2026-01,2026,[01] January,"Santa Cruz, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-01,2026,[01] January,"Bagac, Bataan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v2
2026-01,2026,[01] January,"Tiaong, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v2
2026-01,2026,[01] January,"Cuenca, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v2
2026-01,2026,[01] January,"Pugo, La Union",[1] Live,[A] Live,5th,Mun,5th,R1,v2
2026-01,2026,[01] January,"Kapatagan, Lanao del Sur",[1] Live,[A] Live,4th,Mun,4th,BARMM II,v2
2026-01,2026,[01] January,"Doña Remedios Trinidad, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-01,2026,[01] January,"Ivana, Batanes",[1] Live,[A] Live,6th,Mun,6th,R2,v2
2026-01,2026,[01] January,"Basco, Batanes",[1] Live,[A] Live,5th,Mun,5th,R2,v2
2026-01,2026,[01] January,"Mahatao, Batanes",[1] Live,[A] Live,6th,Mun,6th,R2,v2
2026-01,2026,[01] January,"Uyugan, Batanes",[1] Live,[A] Live,6th,Mun,6th,R2,v2
2026-01,2026,[01] January,"Diffun, Quirino",[1] Live,[A] Live,2nd,Mun,2nd,R2,with v1 v2
2026-01,2026,[01] January,"Saguday, Quirino",[1] Live,[A] Live,5th,Mun,5th,R2,with v1 v2
2026-01,2026,[01] January,"Rizal, Kalinga",[1] Live,[A] Live,4th,Mun,4th,CAR,v2
2026-01,2026,[01] January,"Tineg, Abra",[1] Live,[A] Live,2nd,Mun,2nd,CAR,v2
2026-01,2026,[01] January,"Barira, Maguindanao del Norte",[1] Live,[A] Live,4th,Mun,4th,BARMM II,v2
2026-01,2026,[01] January,"City of Batac, Ilocos Norte",[1] Live,[A] Live,5th,City,5th,R1,with v1 v2
2026-01,2026,[01] January,"Aglipay, Quirino",[1] Live,[A] Live,3rd,Mun,3rd,R2,with v1 v2
2026-01,2026,[01] January,"Manaoag, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v2
2026-01,2026,[01] January,"Burgos, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-01,2026,[01] January,"Bamban, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-01,2026,[01] January,"South Upi, Maguindanao del Sur",[1] Live,[A] Live,4th,Mun,4th,BARMM II,v2
2026-01,2026,[01] January,"Dupax Del Norte, Nueva Vizcaya",[1] Live,[A] Live,3rd,Mun,3rd,R2,with v1 v2
2026-01,2026,[01] January,"Dupax Del Sur, Nueva Vizcaya",[1] Live,[A] Live,2nd,Mun,2nd,R2,with v1 v2
2026-01,2026,[01] January,"Agoo, La Union",[1] Live,[A] Live,1st,Mun,1st,R1,with v1 v2
2026-01,2026,[01] January,"Aurora, Isabela",[1] Live,[A] Live,3rd,Mun,3rd,R2,with v1 v2
2026-01,2026,[01] January,"Cabatuan, Isabela",[1] Live,[A] Live,3rd,Mun,3rd,R2,v2
2026-01,2026,[01] January,"Gamu, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-01,2026,[01] January,"Nasugbu, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v2
2026-01,2026,[01] January,"Itogon, Benguet",[1] Live,[A] Live,1st,Mun,1st,CAR,v2
2026-01,2026,[01] January,"Bokod, Benguet",[1] Live,[A] Live,4th,Mun,4th,CAR,v2
2026-01,2026,[01] January,"Quezon, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-01,2026,[01] January,"Palauig, Zambales",[1] Live,[A] Live,3rd,Mun,3rd,R3,with v1 v2
2026-01,2026,[01] January,"San Manuel, Tarlac",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-01,2026,[01] January,"San Mateo, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,with v1 v2
2026-01,2026,[01] January,"San Isidro, Isabela",[1] Live,[A] Live,5th,Mun,5th,R2,with v1 v2
2026-01,2026,[01] January,"Mallig, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-01,2026,[01] January,"San Clemente, Tarlac",[1] Live,[A] Live,5th,Mun,5th,R3,with v1 v2
2026-01,2026,[01] January,"Candaba, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,with v1 v2
2026-01,2026,[01] January,"Paoay, Ilocos Norte",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-01,2026,[01] January,"Matanog, Maguindanao del Norte",[1] Live,[A] Live,4th,Mun,4th,BARMM II,v2
2026-01,2026,[01] January,"San Luis, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-01,2026,[01] January,"City of Passi, Iloilo",[1] Live,[A] Live,4th,City,4th,R6,v2
2026-01,2026,[01] January,"Zaragoza, Nueva Ecija",[1] Live,[A] Live,3rd,Mun,3rd,R3,with v1 v2
2026-01,2026,[01] January,"Magarao, Camarines Sur",[1] Live,[A] Live,4th,Mun,4th,R5,with v1 v2
2026-01,2026,[01] January,"Sugpon, Ilocos Sur",[1] Live,[A] Live,5th,Mun,5th,R1,v2
2026-01,2026,[01] January,"Santa Maria, Pangasinan",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-01,2026,[01] January,"Hingyon, Ifugao",[1] Live,[A] Live,5th,Mun,5th,CAR,v2
2026-01,2026,[01] January,"Norala, South Cotabato",[1] Live,[A] Live,3rd,Mun,3rd,R12,v2
2026-01,2026,[01] January,"Guimba, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,with v1 v2
2026-01,2026,[01] January,"Buldon, Maguindanao del Norte",[1] Live,[A] Live,4th,Mun,4th,BARMM II,v2
2026-01,2026,[01] January,"Bauang, La Union",[1] Live,[A] Live,1st,Mun,1st,R1,v2
2026-01,2026,[01] January,"San Jacinto, Pangasinan",[1] Live,[A] Live,3rd,Mun,3rd,R1,v2
2026-01,2026,[01] January,"Santa Ignacia, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-01,2026,[01] January,"City of Tagaytay, Cavite",[1] Live,[A] Live,2nd,City,2nd,R4A,v2
2026-01,2026,[01] January,"Tadian, Mountain Province",[1] Live,[A] Live,4th,Mun,4th,CAR,v2
2026-01,2026,[01] January,"Irosin, Sorsogon",[1] Live,[A] Live,2nd,Mun,2nd,R5,v2
2026-01,2026,[01] January,"Gasan, Marinduque",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v2
2026-01,2026,[01] January,"Wao, Lanao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,BARMM II,v2
2026-01,2026,[01] January,"Sigay, Ilocos Sur",[1] Live,[A] Live,5th,Mun,5th,R1,v2
2026-01,2026,[01] January,"San Gabriel, La Union",[1] Live,[A] Live,4th,Mun,4th,R1,with v1 v2
2026-01,2026,[01] January,"Burgos, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-01,2026,[01] January,"Lagayan, Abra",[1] Live,[A] Live,5th,Mun,5th,CAR,v2
2026-01,2026,[01] January,"Delfin Albano, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v2
2026-01,2026,[01] January,"La Paz, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-01,2026,[01] January,"City of Bislig, Surigao del Sur",[1] Live,[A] Live,3rd,City,3rd,R13,v2
2026-01,2026,[01] January,"Veruela, Agusan del Sur",[1] Live,[A] Live,2nd,Mun,2nd,R13,v2
2026-01,2026,[01] January,"Esperanza, Agusan del Sur",[1] Live,[A] Live,1st,Mun,1st,R13,v2
2026-01,2026,[01] January,"Calasiao, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,with v1 v2
2026-01,2026,[01] January,"Enrique B. Magalona, Negros Occidental",[1] Live,[A] Live,2nd,Mun,2nd,NIR,v2
2026-01,2026,[01] January,"Pilar, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v2
2026-01,2026,[01] January,"San Pablo, Isabela",[1] Live,[A] Live,2nd,Mun,2nd,R2,v2
2026-01,2026,[01] January,"Victoria, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,v2
2026-01,2026,[01] January,"Moncada, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-01,2026,[01] January,"Bantayan, Cebu",[1] Live,[A] Live,1st,Mun,1st,R7,v2
2026-01,2026,[01] January,"Pamplona, Negros Oriental",[1] Live,[A] Live,3rd,Mun,3rd,NIR,v2
2026-01,2026,[01] January,"City of Carcar, Cebu",[1] Live,[A] Live,5th,City,5th,R7,v2
2026-01,2026,[01] January,"Calanogas, Lanao del Sur",[1] Live,[A] Live,5th,Mun,5th,BARMM II,v2
2026-01,2026,[01] January,"Barili, Cebu",[1] Live,[A] Live,2nd,Mun,2nd,R7,v2
2026-01,2026,[01] January,"Carrascal, Surigao del Sur",[1] Live,[A] Live,4th,Mun,4th,R13,v2
2026-01,2026,[01] January,"Talacogon, Agusan del Sur",[1] Live,[A] Live,2nd,Mun,2nd,R13,v2
2026-01,2026,[01] January,"Gabaldon, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-01,2026,[01] January,"Santa Monica, Surigao del Norte",[1] Live,[A] Live,5th,Mun,5th,R13,v2
2026-01,2026,[01] January,"Kabugao, Apayao",[1] Live,[A] Live,1st,Mun,1st,CAR,v2
2026-01,2026,[01] January,"Balbalan, Kalinga",[1] Live,[A] Live,3rd,Mun,3rd,CAR,v2
2026-01,2026,[01] January,"Dolores, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v2
2026-01,2026,[01] January,"Malinao, Albay",[1] Live,[A] Live,3rd,Mun,3rd,R5,v2
2026-01,2026,[01] January,"Teresa, Rizal",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v2
2026-01,2026,[01] January,"Prieto Diaz, Sorsogon",[1] Live,[A] Live,5th,Mun,5th,R5,v2
2026-01,2026,[01] January,"City of Laoag, Ilocos Norte",[1] Live,[A] Live,3rd,City,3rd,R1,with v1 v2
2026-01,2026,[01] January,"San Agustin, Romblon",[1] Live,[A] Live,4th,Mun,4th,R4B,v2
2026-01,2026,[01] January,"Palapag, Northern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v2
2026-01,2026,[01] January,"Datu Saudi Ampatuan, Maguindanao del Sur",[1] Live,[A] Live,4th,Mun,4th,BARMM II,v2
2026-01,2026,[01] January,"Corcuera, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v2
2026-01,2026,[01] January,"Sultan Sa Barongis, Maguindanao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,BARMM II,v2
2026-01,2026,[01] January,"Angat, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-01,2026,[01] January,"Badian, Cebu",[1] Live,[A] Live,3rd,Mun,3rd,R7,v2
2026-01,2026,[01] January,"Capas, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-01,2026,[01] January,"Asturias, Cebu",[1] Live,[A] Live,3rd,Mun,3rd,R7,v2
2026-01,2026,[01] January,"Talibon, Bohol",[1] Live,[A] Live,1st,Mun,1st,R7,v2
2026-01,2026,[01] January,"Victoria, Oriental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v2
2026-01,2026,[01] January,"Puerto Galera, Oriental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v2
2026-01,2026,[01] January,"Calumpit, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-01,2026,[01] January,"Cabucgayan, Biliran",[1] Live,[A] Live,5th,Mun,5th,R8,v2
2026-01,2026,[01] January,"Balatan, Camarines Sur",[1] Live,[A] Live,4th,Mun,4th,R5,v2
2026-01,2026,[01] January,"Llanera, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v2
2026-01,2026,[01] January,"Tinambac, Camarines Sur",[1] Live,[A] Live,1st,Mun,1st,R5,v2
2026-01,2026,[01] January,"Dolores, Abra",[1] Live,[A] Live,5th,Mun,5th,CAR,with v1 v2
2026-01,2026,[01] January,"San Fernando, Masbate",[1] Live,[A] Live,5th,Mun,5th,R5,v2
2026-01,2026,[01] January,"Linapacan, Palawan",[1] Live,[A] Live,5th,Mun,5th,R4B,v2
2026-01,2026,[01] January,"Villaverde, Nueva Vizcaya",[1] Live,[A] Live,5th,Mun,5th,R2,v2
2026-01,2026,[01] January,"Peñaranda, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v2
2026-01,2026,[01] January,"Zamboanguita, Negros Oriental",[1] Live,[A] Live,4th,Mun,4th,NIR,v2
2026-01,2026,[01] January,"Borbon, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v2
2026-01,2026,[01] January,"Roxas, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v2
2026-01,2026,[01] January,"Buguias, Benguet",[1] Live,[A] Live,3rd,Mun,3rd,CAR,v2
2026-01,2026,[01] January,"Maconacon, Isabela",[1] Live,[A] Live,3rd,Mun,3rd,R2,v2
2026-01,2026,[01] January,"Lake Sebu, South Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v2
2026-01,2026,[01] January,"San Jacinto, Masbate",[1] Live,[A] Live,4th,Mun,4th,R5,v2
2026-01,2026,[01] January,"Siayan, Zamboanga del Norte",[1] Live,[A] Live,2nd,Mun,2nd,R9,with v1 v2
2026-01,2026,[01] January,"Molave, Zamboanga del Sur",[1] Live,[A] Live,1st,Mun,1st,R9,with v1 v2
2026-01,2026,[01] January,"Pilar, Surigao del Norte",[1] Live,[A] Live,5th,Mun,5th,R13,v2
2026-01,2026,[01] January,"San Benito, Surigao del Norte",[1] Live,[A] Live,6th,Mun,6th,R13,v2
2026-01,2026,[01] January,"Alicia, Zamboanga Sibugay",[1] Live,[A] Live,3rd,Mun,3rd,R9,v2
2026-01,2026,[01] January,"Cauayan, Negros Occidental",[1] Live,[A] Live,1st,Mun,1st,NIR,v2
2026-01,2026,[01] January,"City of Alaminos, Pangasinan",[1] Live,[A] Live,4th,City,4th,R1,v2
2026-01,2026,[01] January,"Ilog, Negros Occidental",[1] Live,[A] Live,2nd,Mun,2nd,NIR,v2
2026-01,2026,[01] January,"Buug, Zamboanga Sibugay",[1] Live,[A] Live,3rd,Mun,3rd,R9,v2
2026-01,2026,[01] January,"Sibunag, Guimaras",[1] Live,[A] Live,4th,Mun,4th,R6,v2
2026-02,2026,[02] February,"Pateros, Metro Manila",[1] Live,[A] Live,1st,Mun,1st,NCR,v2
2026-02,2026,[02] February,"City of Cauayan, Isabela",[1] Live,[A] Live,3rd,City,3rd,R2,v2
2026-02,2026,[02] February,"Abucay, Bataan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v2
2026-02,2026,[02] February,"Odiongan, Romblon",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v2
2026-02,2026,[02] February,"Limasawa, Southern Leyte",[1] Live,[A] Live,6th,Mun,6th,R8,v2
2026-02,2026,[02] February,"Reina Mercedes, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v2
2026-02,2026,[02] February,"Kiangan, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v2
2026-02,2026,[02] February,"Presentacion, Camarines Sur",[1] Live,[A] Live,4th,Mun,4th,R5,with v1 v2
2026-02,2026,[02] February,"Tigbauan, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v2
2026-02,2026,[02] February,"Initao, Misamis Oriental",[1] Live,[A] Live,3rd,Mun,3rd,R10,v2
2026-02,2026,[02] February,"City of San Pablo, Laguna",[1] Live,[A] Live,1st,City,1st,R4A,v2
2026-02,2026,[02] February,"Pura, Tarlac",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-02,2026,[02] February,"San Leonardo, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-02,2026,[02] February,"Science City of Muñoz, Nueva Ecija",[1] Live,[A] Live,4th,City,4th,R3,v2
2026-02,2026,[02] February,"Cabiao, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,with v1 v2
2026-02,2026,[02] February,"Cabangan, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-02,2026,[02] February,"Ramos, Tarlac",[1] Live,[A] Live,5th,Mun,5th,R3,v2
2026-02,2026,[02] February,"San Antonio, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-02,2026,[02] February,"Laur, Nueva Ecija",[1] Live,[A] Live,3rd,Mun,3rd,R3,v2
2026-02,2026,[02] February,"Sudipen, La Union",[1] Live,[A] Live,4th,Mun,4th,R1,with v1 v2
2026-02,2026,[02] February,"Carranglan, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-02,2026,[02] February,"Binuangan, Misamis Oriental",[1] Live,[A] Live,6th,Mun,6th,R10,v2
2026-02,2026,[02] February,"Santa Rosa, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-02,2026,[02] February,"Rizal, Laguna",[1] Live,[A] Live,5th,Mun,5th,R4A,with v1 v2
2026-02,2026,[02] February,"Padre Garcia, Batangas",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v2
2026-02,2026,[02] February,"Luna, Isabela",[1] Live,[A] Live,5th,Mun,5th,R2,v2
2026-02,2026,[02] February,"Morong, Bataan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v2
2026-02,2026,[02] February,"San Jose, Camarines Sur",[1] Live,[A] Live,4th,Mun,4th,R5,with v1 v2
2026-02,2026,[02] February,"Alilem, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-02,2026,[02] February,"Quirino, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-02,2026,[02] February,"Nampicuan, Nueva Ecija",[1] Live,[A] Live,5th,Mun,5th,R3,v2
2026-02,2026,[02] February,"Suyo, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,with v1 v2
2026-02,2026,[02] February,"Santol, La Union",[1] Live,[A] Live,4th,Mun,4th,R1,with v1 v2
2026-02,2026,[02] February,"Naguilian, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-02,2026,[02] February,"Buhi, Camarines Sur",[1] Live,[A] Live,1st,Mun,1st,R5,v2
2026-02,2026,[02] February,"Bulacan, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-02,2026,[02] February,"Quirino, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v2
2026-02,2026,[02] February,"Polangui, Albay",[1] Live,[A] Live,1st,Mun,1st,R5,v2
2026-02,2026,[02] February,"Candelaria, Zambales",[1] Live,[A] Live,3rd,Mun,3rd,R3,v2
2026-02,2026,[02] February,"Bangar, La Union",[1] Live,[A] Live,3rd,Mun,3rd,R1,with v1 v2
2026-02,2026,[02] February,"Bolinao, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v2
2026-02,2026,[02] February,"Burgos, Ilocos Norte",[1] Live,[A] Live,5th,Mun,5th,R1,v2
2026-02,2026,[02] February,"Dingras, Ilocos Norte",[1] Live,[A] Live,2nd,Mun,2nd,R1,with v1 v2
2026-02,2026,[02] February,"Hagonoy, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-02,2026,[02] February,"Baras, Catanduanes",[1] Live,[A] Live,5th,Mun,5th,R5,v2
2026-02,2026,[02] February,"City of Calapan, Oriental Mindoro",[1] Live,[A] Live,3rd,City,3rd,R4B,v2
2026-02,2026,[02] February,"Bustos, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-02,2026,[02] February,"Talisay, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v2
2026-02,2026,[02] February,"Galimuyod, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-02,2026,[02] February,"Makilala, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v2
2026-02,2026,[02] February,"Jaen, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v2
2026-02,2026,[02] February,"Luisiana, Laguna",[1] Live,[A] Live,4th,Mun,4th,R4A,v2
2026-02,2026,[02] February,"Laurel, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v2
2026-02,2026,[02] February,"Guinobatan, Albay",[1] Live,[A] Live,1st,Mun,1st,R5,v2
2026-02,2026,[02] February,"Pagudpud, Ilocos Norte",[1] Live,[A] Live,4th,Mun,4th,R1,with v1 v2
2026-02,2026,[02] February,"Bato, Catanduanes",[1] Live,[A] Live,5th,Mun,5th,R5,v2
2026-02,2026,[02] February,"Pinili, Ilocos Norte",[1] Live,[A] Live,3rd,Mun,3rd,R1,v2
2026-02,2026,[02] February,"Burgos, Pangasinan",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-02,2026,[02] February,"Gonzaga, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v2
2026-02,2026,[02] February,"Bani, Pangasinan",[1] Live,[A] Live,2nd,Mun,2nd,R1,v2
2026-02,2026,[02] February,"Cervantes, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-02,2026,[02] February,"Macalelon, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v2
