2026-03,2026,[03] March,"Tagoloan, Misamis Oriental",[1] Live,[A] Live,1st,Mun,1st,R10,v1
2026-03,2026,[03] March,"Talisayan, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Villanueva, Misamis Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-03,2026,[03] March,"Bansalan, Davao del Sur",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-03,2026,[03] March,"City of Digos, Davao del Sur",[1] Live,[A] Live,2nd,City,2nd,R11,v1
2026-03,2026,[03] March,"Lupon, Davao Oriental",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-03,2026,[03] March,"Manay, Davao Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R11,v1
2026-03,2026,[03] March,"Matanao, Davao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,R11,v1
2026-03,2026,[03] March,"San Isidro, Davao Oriental",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-03,2026,[03] March,"Sulop, Davao del Sur",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-03,2026,[03] March,"Magsaysay, Davao del Sur",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-03,2026,[03] March,"Boston, Davao Oriental",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-03,2026,[03] March,"Tarragona, Davao Oriental",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-03,2026,[03] March,"City of Mati, Davao Oriental",[1] Live,[A] Live,5th,City,5th,R11,v1
2026-03,2026,[03] March,"Santa Cruz, Davao del Sur",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-03,2026,[03] March,"Agoncillo, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-03,2026,[03] March,"Alabat, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-03,2026,[03] March,"Alfonso, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Alitagtag, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-03,2026,[03] March,"Calauag, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Calauan, Laguna",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v1
2026-03,2026,[03] March,"Cardona, Rizal",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-03,2026,[03] March,"Gumaca, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Infanta, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Lobo, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-03,2026,[03] March,"Lopez, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Lumban, Laguna",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-03,2026,[03] March,"Magallanes, Cavite",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-03,2026,[03] March,"Mataasnakahoy, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-03,2026,[03] March,"Naic, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Noveleta, Cavite",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-03,2026,[03] March,"Paete, Laguna",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-03,2026,[03] March,"Rizal, Laguna",[1] Live,[A] Live,5th,Mun,5th,R4A,with v1 v2
2026-03,2026,[03] March,"Sampaloc, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-03,2026,[03] March,"San Nicolas, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-03,2026,[03] March,"San Pascual, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Santa Teresita, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-03,2026,[03] March,"Siniloan, Laguna",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v1
2026-03,2026,[03] March,"Tanza, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Bacacay, Albay",[1] Live,[A] Live,2nd,Mun,2nd,R5,v1
2026-03,2026,[03] March,"Barcelona, Sorsogon",[1] Live,[A] Live,5th,Mun,5th,R5,v1
2026-03,2026,[03] March,"Basud, Camarines Norte",[1] Live,[A] Live,3rd,Mun,3rd,R5,v1
2026-03,2026,[03] March,"Bulusan, Sorsogon",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-03,2026,[03] March,"Camalig, Albay",[1] Live,[A] Live,1st,Mun,1st,R5,v1
2026-03,2026,[03] March,"Canaman, Camarines Sur",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-03,2026,[03] March,"Capalonga, Camarines Norte",[1] Live,[A] Live,3rd,Mun,3rd,R5,v1
2026-03,2026,[03] March,"Cataingan, Masbate",[1] Live,[A] Live,2nd,Mun,2nd,R5,v1
2026-03,2026,[03] March,"Cawayan, Masbate",[1] Live,[A] Live,2nd,Mun,2nd,R5,v1
2026-03,2026,[03] March,"Labo, Camarines Norte",[1] Live,[A] Live,1st,Mun,1st,R5,v1
2026-03,2026,[03] March,"Libon, Albay",[1] Live,[A] Live,1st,Mun,1st,R5,v1
2026-03,2026,[03] March,"Mandaon, Masbate",[1] Live,[A] Live,3rd,Mun,3rd,R5,v1
2026-03,2026,[03] March,"Minalabac, Camarines Sur",[1] Live,[A] Live,3rd,Mun,3rd,R5,v1
2026-03,2026,[03] March,"Mobo, Masbate",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-03,2026,[03] March,"Monreal, Masbate",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-03,2026,[03] March,"Panganiban, Catanduanes",[1] Live,[A] Live,5th,Mun,5th,R5,v1
2026-03,2026,[03] March,"Paracale, Camarines Norte",[1] Live,[A] Live,3rd,Mun,3rd,R5,v1
2026-03,2026,[03] March,"Ragay, Camarines Sur",[1] Live,[A] Live,1st,Mun,1st,R5,v1
2026-03,2026,[03] March,"Virac, Catanduanes",[1] Live,[A] Live,1st,Mun,1st,R5,v1
2026-03,2026,[03] March,"San Jose, Camarines Sur",[1] Live,[A] Live,4th,Mun,4th,R5,with v1 v2
2026-03,2026,[03] March,"Ayungon, Negros Oriental",[1] Live,[A] Live,2nd,Mun,2nd,NIR,v1
2026-03,2026,[03] March,"Basay, Negros Oriental",[2] System Setup,[B] Developmental,4th,Mun,4th,NIR,
2026-03,2026,[03] March,"City of Escalante, Negros Occidental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-03,2026,[03] March,"City of Himamaylan, Negros Occidental",[1] Live,[A] Live,3rd,City,3rd,NIR,v1
2026-03,2026,[03] March,"City of Kabankalan, Negros Occidental",[3] With Concerns,[A] Live,1st,City,1st,NIR,v1
2026-03,2026,[03] March,"City of La Carlota, Negros Occidental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-03,2026,[03] March,"City of Sagay, Negros Occidental",[1] Live,[A] Live,3rd,City,3rd,NIR,v1
2026-03,2026,[03] March,"City of Sipalay, Negros Occidental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-03,2026,[03] March,"Hinigaran, Negros Occidental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-03,2026,[03] March,"Hinoba-an, Negros Occidental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-03,2026,[03] March,"Larena, Siquijor",[1] Live,[A] Live,5th,Mun,5th,NIR,v1
2026-03,2026,[03] March,"Lazi, Siquijor",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-03,2026,[03] March,"Mabinay, Negros Oriental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-03,2026,[03] March,"Manapla, Negros Occidental",[1] Live,[A] Live,2nd,Mun,2nd,NIR,v1
2026-03,2026,[03] March,"San Jose, Negros Oriental",[1] Live,[A] Live,5th,Mun,5th,NIR,v1
2026-03,2026,[03] March,"Alegria, Surigao del Norte",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-03,2026,[03] March,"Bayabas, Surigao del Sur",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-03,2026,[03] March,"Buenavista, Agusan del Norte",[1] Live,[A] Live,1st,Mun,1st,R13,v1
2026-03,2026,[03] March,"Burgos, Surigao del Norte",[1] Live,[A] Live,6th,Mun,6th,R13,v1
2026-03,2026,[03] March,"Cagdianao, Dinagat Islands",[1] Live,[A] Live,3rd,Mun,3rd,R13,v1
2026-03,2026,[03] March,"Cagwait, Surigao del Sur",[1] Live,[A] Live,4th,Mun,4th,R13,v1
2026-03,2026,[03] March,"Carmen, Surigao del Sur",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-03,2026,[03] March,"City of Cabadbaran, Agusan del Norte",[1] Live,[A] Live,6th,City,6th,R13,v1
2026-03,2026,[03] March,"City of Tandag, Surigao del Sur",[1] Live,[A] Live,5th,City,5th,R13,v1
2026-03,2026,[03] March,"Cortes, Surigao del Sur",[1] Live,[A] Live,4th,Mun,4th,R13,v1
2026-03,2026,[03] March,"Del Carmen, Surigao del Norte",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-03,2026,[03] March,"Dinagat, Dinagat Islands",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-03,2026,[03] March,"General Luna, Surigao del Norte",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-03,2026,[03] March,"Gigaquit, Surigao del Norte",[1] Live,[A] Live,4th,Mun,4th,R13,v1
2026-03,2026,[03] March,"Hinatuan, Surigao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,R13,v1
2026-03,2026,[03] March,"Kitcharao, Agusan del Norte",[1] Live,[A] Live,4th,Mun,4th,R13,v1
2026-03,2026,[03] March,"Las Nieves, Agusan del Norte",[1] Live,[A] Live,2nd,Mun,2nd,R13,v1
2026-03,2026,[03] March,"Mainit, Surigao del Norte",[1] Live,[A] Live,4th,Mun,4th,R13,v1
2026-03,2026,[03] March,"Marihatag, Surigao del Sur",[1] Live,[A] Live,3rd,Mun,3rd,R13,v1
2026-03,2026,[03] March,"Remedios T. Romualdez, Agusan del Norte",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-03,2026,[03] March,"San Agustin, Surigao del Sur",[1] Live,[A] Live,4th,Mun,4th,R13,v1
2026-03,2026,[03] March,"San Francisco, Agusan del Sur",[1] Live,[A] Live,1st,Mun,1st,R13,v1
2026-03,2026,[03] March,"San Isidro, Surigao del Norte",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-03,2026,[03] March,"San Jose, Dinagat Islands",[3] With Concerns,[A] Live,4th,Mun,4th,R13,v1
2026-03,2026,[03] March,"San Miguel, Surigao del Sur",[1] Live,[A] Live,1st,Mun,1st,R13,v1
2026-03,2026,[03] March,"Santa Josefa, Agusan del Sur",[1] Live,[A] Live,3rd,Mun,3rd,R13,v1
2026-03,2026,[03] March,"Santiago, Agusan del Norte",[1] Live,[A] Live,4th,Mun,4th,R13,v1
2026-03,2026,[03] March,"Sison, Surigao del Norte",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-03,2026,[03] March,"Socorro, Surigao del Norte",[1] Live,[A] Live,4th,Mun,4th,R13,v1
2026-03,2026,[03] March,"Tagana-An, Surigao del Norte",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-03,2026,[03] March,"Tagbina, Surigao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,R13,v1
2026-03,2026,[03] March,"Tago, Surigao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,R13,v1
2026-03,2026,[03] March,"Trento, Agusan del Sur",[1] Live,[A] Live,1st,Mun,1st,R13,v1
2026-03,2026,[03] March,"Tubod, Surigao del Norte",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-03,2026,[03] March,"Albuera, Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Anahawan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Balangkayan, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Barugo, Leyte",[4] Withdraw,[D] Withdraw,4th,Mun,4th,R8,
2026-03,2026,[03] March,"Biliran, Biliran",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Bobon, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Calubian, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Can-Avid, Eastern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Catubig, Northern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"City of Borongan, Eastern Samar",[1] Live,[A] Live,1st,City,1st,R8,v1
2026-03,2026,[03] March,"City of Catbalogan, Samar",[1] Live,[A] Live,5th,City,5th,R8,v1
2026-03,2026,[03] March,"City of Maasin, Southern Leyte",[1] Live,[A] Live,4th,City,4th,R8,v1
2026-03,2026,[03] March,"Daram, Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Dolores, Eastern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Gamay, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Gandara, Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Guiuan, Eastern Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Hinunangan, Southern Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Hinundayan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Inopacan, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Jiabong, Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Kananga, Leyte",[1] Live,[A] Live,1st,Mun,1st,R8,v1
2026-03,2026,[03] March,"Kawayan, Biliran",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Lapinig, Northern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Lavezares, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Lawaan, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Leyte, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Libagon, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Liloan, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Lope De Vega, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Macrohon, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Mahaplag, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Malitbog, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Matag-Ob, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Matalom, Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Maydolong, Eastern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Merida, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Motiong, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Naval, Biliran",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Oras, Eastern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Padre Burgos, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Paranas, Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Pastrana, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Pintuyan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Quinapondan, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Salcedo, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Antonio, Northern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Francisco, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Juan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Julian, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Miguel, Leyte",[4] Withdraw,[D] Withdraw,4th,Mun,4th,R8,
2026-03,2026,[03] March,"San Ricardo, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Roque, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Santa Fe, Leyte",[3] With Concerns,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Santa Margarita, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Silago, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Sogod, Southern Leyte",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Sulat, Eastern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Tabontabon, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Tarangnan, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Tomas Oppus, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Victoria, Northern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Villareal, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Zumarraga, Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Ampatuan, Maguindanao del Sur",[1] Live,[A] Live,4th,Mun,4th,BARMM II,v1
2026-03,2026,[03] March,"Datu Abdullah Sangki, Maguindanao del Sur",[1] Live,[A] Live,-,Mun,-,BARMM II,v1
2026-03,2026,[03] March,"Datu Anggal Midtimbang, Maguindanao del Sur",[2] System Setup,[B] Developmental,-,Mun,-,BARMM II,
2026-03,2026,[03] March,"Datu Paglas, Maguindanao del Sur",[1] Live,[A] Live,4th,Mun,4th,BARMM II,v1
2026-03,2026,[03] March,"Datu Piang, Maguindanao del Sur",[2] System Setup,[B] Developmental,2nd,Mun,2nd,BARMM II,
2026-03,2026,[03] March,"Northern Kabuntalan, Maguindanao del Norte",[2] System Setup,[B] Developmental,5th,Mun,5th,BARMM II,
2026-03,2026,[03] March,"Pagalungan, Maguindanao del Sur",[1] Live,[A] Live,1st,Mun,1st,BARMM II,v1
2026-03,2026,[03] March,"Parang, Maguindanao del Norte",[1] Live,[A] Live,1st,Mun,1st,BARMM II,v1
2026-03,2026,[03] March,"Shariff Aguak, Maguindanao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,BARMM II,v1
2026-03,2026,[03] March,"Sultan Kudarat, Maguindanao del Norte",[1] Live,[A] Live,1st,Mun,1st,BARMM II,v1
2026-03,2026,[03] March,"Talayan, Maguindanao del Sur",[1] Live,[A] Live,4th,Mun,4th,BARMM II,v1
2026-03,2026,[03] March,"Upi, Maguindanao del Norte",[1] Live,[A] Live,1st,Mun,1st,BARMM II,v1
2026-03,2026,[03] March,"Alabel, Sarangani",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Aleosan, Cotabato",[1] Live,[A] Live,3rd,Mun,3rd,R12,v1
2026-03,2026,[03] March,"Bagumbayan, Sultan Kudarat",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Banisilan, Cotabato",[1] Live,[A] Live,2nd,Mun,2nd,R12,v1
2026-03,2026,[03] March,"City of Kidapawan, Cotabato",[1] Live,[A] Live,3rd,City,3rd,R12,v1
2026-03,2026,[03] March,"Columbio, Sultan Kudarat",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Kabacan, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Kalamansig, Sultan Kudarat",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Kiamba, Sarangani",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Lambayong, Sultan Kudarat",[1] Live,[A] Live,2nd,Mun,2nd,R12,v1
2026-03,2026,[03] March,"Lebak, Sultan Kudarat",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"M'Lang, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Maasim, Sarangani",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Malapatan, Sarangani",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Midsayap, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Palimbang, Sultan Kudarat",[1] Live,[A] Live,2nd,Mun,2nd,R12,v1
2026-03,2026,[03] March,"Pigkawayan, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Pikit, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Polomolok, South Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"President Roxas, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Sen. Ninoy Aquino, Sultan Kudarat",[1] Live,[A] Live,3rd,Mun,3rd,R12,v1
2026-03,2026,[03] March,"T'Boli, South Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Tampakan, South Cotabato",[1] Live,[A] Live,2nd,Mun,2nd,R12,v1
2026-03,2026,[03] March,"Tantangan, South Cotabato",[1] Live,[A] Live,3rd,Mun,3rd,R12,v1
2026-03,2026,[03] March,"Tupi, South Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Aborlan, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Abra De Ilog, Occidental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-03,2026,[03] March,"Alcantara, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"Baco, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Banton, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"Bongabong, Oriental Mindoro",[2] System Setup,[B] Developmental,1st,Mun,1st,R4B,
2026-03,2026,[03] March,"Brooke'S Point, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Bulalacao, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Busuanga, Palawan",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Calatrava, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"Calintaan, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Coron, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Culion, Palawan",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Ferrol, Romblon",[1] Live,[A] Live,6th,Mun,6th,R4B,v1
2026-03,2026,[03] March,"Gloria, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Looc, Occidental Mindoro",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"Looc, Romblon",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-03,2026,[03] March,"Lubang, Occidental Mindoro",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-03,2026,[03] March,"Magsaysay, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Mamburao, Occidental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-03,2026,[03] March,"Narra, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Naujan, Oriental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Pinamalayan, Oriental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Quezon, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Rizal, Occidental Mindoro",[2] System Setup,[B] Developmental,3rd,Mun,3rd,R4B,
2026-03,2026,[03] March,"Rizal, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Sablayan, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"San Andres, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"San Fernando, Romblon",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-03,2026,[03] March,"San Jose, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"San Jose, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"San Teodoro, Oriental Mindoro",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-03,2026,[03] March,"San Vicente, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Santa Cruz, Marinduque",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Santa Cruz, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Santa Fe, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"Socorro, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-01,2026,[01] January,"ANGAT, BULACAN",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-01,2026,[01] January,"AURORA, ISABELA",[1] Live,[A] Live,3rd,Mun,3rd,R2,with v1 v2
