ID,,REPORTING PERIOD,,MONTHLY UTILIZATION STATUS,,,,,,,,LGU PROFILE,,,,,,,,
REPORT,PERIOD,YEAR,MONTH,LGU FULL NAME,MONTHLY STATUS,PROGRESS RATE,CONCERNS,ACTION ITEMS,OTHER REMARKS,UNIVERSAL STATUS,MPAR,GEOCODE,C/M,PROVINCE,REGION,DISTRICT,LEVEL,INCOME CLASS,DICT RO,SORT
[2024-05] 17-052-07-000,2024-05,2024,[05] May,"Mansalay, Oriental Mindoro",[1] Operational,,,,,[A] Operational,B,17-052-07-000,Mansalay,Oriental Mindoro,MIMAROPA Region,2nd ,Municipality,2nd,R4B,G
[2024-06] 17-052-07-000,2024-06,2024,[06] June,"Mansalay, Oriental Mindoro",[1] Operational,,,,,[A] Operational,B,17-052-07-000,Mansalay,Oriental Mindoro,MIMAROPA Region,2nd ,Municipality,2nd,R4B,G
[2024-07] 17-052-07-000,2024-07,2024,[07] July,"Mansalay, Oriental Mindoro",[1] Operational,,,,,[A] Operational,B,17-052-07-000,Mansalay,Oriental Mindoro,MIMAROPA Region,2nd ,Municipality,2nd,R4B,G
[2024-08] 17-052-07-000,2024-08,2024,[08] August,"Mansalay, Oriental Mindoro",[1] Operational,,,,,[A] Operational,B,17-052-07-000,Mansalay,Oriental Mindoro,MIMAROPA Region,2nd ,Municipality,2nd,R4B,G
[2024-09] 17-052-07-000,2024-09,2024,[09] September,"Mansalay, Oriental Mindoro",[1] Operational,,,,,[A] Operational,B,17-052-07-000,Mansalay,Oriental Mindoro,MIMAROPA Region,2nd ,Municipality,2nd,R4B,G
[2023-12] 17-052-07-000,2023-12,2023,[12] December,"Mansalay, Oriental Mindoro",[1] Operational,,,,,[A] Operational,B,17-052-07-000,Mansalay,Oriental Mindoro,MIMAROPA Region,2nd ,Municipality,2nd,R4B,G
[2024-01] 10-043-18-000,2024-01,2024,[01] January,"Manticao, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-18-000,Manticao,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,4th,R10,N
[2024-02] 10-043-18-000,2024-02,2024,[02] February,"Manticao, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-18-000,Manticao,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,4th,R10,N
[2024-03] 10-043-18-000,2024-03,2024,[03] March,"Manticao, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-18-000,Manticao,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,4th,R10,N
[2024-04] 10-043-18-000,2024-04,2024,[04] April,"Manticao, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-18-000,Manticao,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,4th,R10,N
[2024-05] 10-043-18-000,2024-05,2024,[05] May,"Manticao, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-18-000,Manticao,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,4th,R10,N
[2024-06] 10-043-18-000,2024-06,2024,[06] June,"Manticao, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-18-000,Manticao,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,4th,R10,N
[2024-07] 10-043-18-000,2024-07,2024,[07] July,"Manticao, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-18-000,Manticao,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,4th,R10,N
[2024-08] 10-043-18-000,2024-08,2024,[08] August,"Manticao, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-18-000,Manticao,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,4th,R10,N
[2024-09] 10-043-18-000,2024-09,2024,[09] September,"Manticao, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-18-000,Manticao,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,4th,R10,N
[2023-12] 10-043-18-000,2023-12,2023,[12] December,"Manticao, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-18-000,Manticao,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,4th,R10,N
[2024-01] 09-072-07-000,2024-01,2024,[01] January,"Manukan, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-07-000,Manukan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),1st,Municipality,3rd,R9,L
[2024-02] 09-072-07-000,2024-02,2024,[02] February,"Manukan, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-07-000,Manukan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),1st,Municipality,3rd,R9,L
[2024-03] 09-072-07-000,2024-03,2024,[03] March,"Manukan, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-07-000,Manukan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),1st,Municipality,3rd,R9,L
[2024-04] 09-072-07-000,2024-04,2024,[04] April,"Manukan, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-07-000,Manukan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),1st,Municipality,3rd,R9,L
[2024-05] 09-072-07-000,2024-05,2024,[05] May,"Manukan, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-07-000,Manukan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),1st,Municipality,3rd,R9,L
[2024-06] 09-072-07-000,2024-06,2024,[06] June,"Manukan, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-07-000,Manukan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),1st,Municipality,3rd,R9,L
[2024-07] 09-072-07-000,2024-07,2024,[07] July,"Manukan, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-07-000,Manukan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),1st,Municipality,3rd,R9,L
[2024-08] 09-072-07-000,2024-08,2024,[08] August,"Manukan, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-07-000,Manukan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),1st,Municipality,3rd,R9,L
[2024-09] 09-072-07-000,2024-09,2024,[09] September,"Manukan, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-07-000,Manukan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),1st,Municipality,3rd,R9,L
[2023-12] 09-072-07-000,2023-12,2023,[12] December,"Manukan, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-07-000,Manukan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),1st,Municipality,3rd,R9,L
[2024-01] 08-048-12-000,2024-01,2024,[01] January,"Mapanas, Northern Samar",[1] Operational,,,,Normal Operations ,[A] Operational,A,08-048-12-000,Mapanas,Northern Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-02] 08-048-12-000,2024-02,2024,[02] February,"Mapanas, Northern Samar",[1] Operational,,,,Normal Operations,[A] Operational,A,08-048-12-000,Mapanas,Northern Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-03] 08-048-12-000,2024-03,2024,[03] March,"Mapanas, Northern Samar",[1] Operational,,,,Normal Operations,[A] Operational,A,08-048-12-000,Mapanas,Northern Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-04] 08-048-12-000,2024-04,2024,[04] April,"Mapanas, Northern Samar",[1] Operational,,,,Normal Operations,[A] Operational,A,08-048-12-000,Mapanas,Northern Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-05] 08-048-12-000,2024-05,2024,[05] May,"Mapanas, Northern Samar",[1] Operational,,,,Zero Transactions for the month of May 2024,[A] Operational,A,08-048-12-000,Mapanas,Northern Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-06] 08-048-12-000,2024-06,2024,[06] June,"Mapanas, Northern Samar",[1] Operational,,,,Zero Transactions for the month of June 2024,[A] Operational,A,08-048-12-000,Mapanas,Northern Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-07] 08-048-12-000,2024-07,2024,[07] July,"Mapanas, Northern Samar",[1] Operational,,,,Normal Operations,[A] Operational,A,08-048-12-000,Mapanas,Northern Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-08] 08-048-12-000,2024-08,2024,[08] August,"Mapanas, Northern Samar",[1] Operational,,,,Normal Operations,[A] Operational,A,08-048-12-000,Mapanas,Northern Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-09] 08-048-12-000,2024-09,2024,[09] September,"Mapanas, Northern Samar",[1] Operational,,,,Zero Transactions for the month of Sept 2024.,[A] Operational,A,08-048-12-000,Mapanas,Northern Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2023-12] 08-048-12-000,2023-12,2023,[12] December,"Mapanas, Northern Samar",[1] Operational,,,,Zero Transactions for the month of December 2023,[A] Operational,A,08-048-12-000,Mapanas,Northern Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-01] 01-055-28-000,2024-01,2024,[01] January,"Mapandan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-28-000,Mapandan,Pangasinan,Region I (Ilocos Region),3rd,Municipality,3rd,R1,C
[2024-02] 01-055-28-000,2024-02,2024,[02] February,"Mapandan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-28-000,Mapandan,Pangasinan,Region I (Ilocos Region),3rd,Municipality,3rd,R1,C
[2024-03] 01-055-28-000,2024-03,2024,[03] March,"Mapandan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-28-000,Mapandan,Pangasinan,Region I (Ilocos Region),3rd,Municipality,3rd,R1,C
[2024-04] 01-055-28-000,2024-04,2024,[04] April,"Mapandan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-28-000,Mapandan,Pangasinan,Region I (Ilocos Region),3rd,Municipality,3rd,R1,C
[2024-05] 01-055-28-000,2024-05,2024,[05] May,"Mapandan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-28-000,Mapandan,Pangasinan,Region I (Ilocos Region),3rd,Municipality,3rd,R1,C
[2024-06] 01-055-28-000,2024-06,2024,[06] June,"Mapandan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-28-000,Mapandan,Pangasinan,Region I (Ilocos Region),3rd,Municipality,3rd,R1,C
[2024-07] 01-055-28-000,2024-07,2024,[07] July,"Mapandan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-28-000,Mapandan,Pangasinan,Region I (Ilocos Region),3rd,Municipality,3rd,R1,C
[2024-08] 01-055-28-000,2024-08,2024,[08] August,"Mapandan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-28-000,Mapandan,Pangasinan,Region I (Ilocos Region),3rd,Municipality,3rd,R1,C
[2024-09] 01-055-28-000,2024-09,2024,[09] September,"Mapandan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-28-000,Mapandan,Pangasinan,Region I (Ilocos Region),3rd,Municipality,3rd,R1,C
[2023-12] 01-055-28-000,2023-12,2023,[12] December,"Mapandan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-28-000,Mapandan,Pangasinan,Region I (Ilocos Region),3rd,Municipality,3rd,R1,C
[2024-01] 08-060-10-000,2024-01,2024,[01] January,"Marabut, Samar",[6] With Concerns,,Slow internet reasons. The LGU was detected not raising concerns for the longest time and rarely made applications in the system during the 2nd semester of 2023 until now. We think that they are using the system for compliance only.,SA to contact LGU to clarify on this matter after the busy renewal period. ,Slow internet reasons. The LGU was detected not raising concerns for the longest time and rarely made applications in the system during the 2nd semester of 2023 until now. We think that they are using the system for compliance only.SA to contact LGU to clarify on this matter after the busy renewal period. ,[C] For Training/Others,A,08-060-10-000,Marabut,Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-02] 08-060-10-000,2024-02,2024,[02] February,"Marabut, Samar",[6] With Concerns,,Slow internet reasons. The LGU was detected not raising concerns for the longest time and rarely made applications in the system during the 2nd semester of 2023 until now. We think that they are using the system for compliance only.,SA to contact LGU to clarify on this matter after the busy renewal period.,Slow internet reasons. The LGU was detected not raising concerns for the longest time and rarely made applications in the system during the 2nd semester of 2023 until now. We think that they are using the system for compliance only.SA to contact LGU to clarify on this matter after the busy renewal period.,[C] For Training/Others,A,08-060-10-000,Marabut,Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-03] 08-060-10-000,2024-03,2024,[03] March,"Marabut, Samar",[6] With Concerns,,Internet connectivity issues. LGU is requesting for refresher training for new designated personnel.,For refresher training tentative April.,Internet connectivity issues. LGU is requesting for refresher training for new designated personnel.For refresher training tentative April.,[C] For Training/Others,A,08-060-10-000,Marabut,Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-04] 08-060-10-000,2024-04,2024,[04] April,"Marabut, Samar",[6] With Concerns,,LGU requested for refresher training.,"Conducted Refresher Training on April 23-25, 2024. Waiting for client.","LGU requested for refresher training. Conducted Refresher Training on April 23-25, 2024. Waiting for client.",[C] For Training/Others,A,08-060-10-000,Marabut,Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-05] 08-060-10-000,2024-05,2024,[05] May,"Marabut, Samar",[1] Operational,,,,Normal Operations,[A] Operational,A,08-060-10-000,Marabut,Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-06] 08-060-10-000,2024-06,2024,[06] June,"Marabut, Samar",[1] Operational,,,,Normal Operations,[A] Operational,A,08-060-10-000,Marabut,Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-07] 08-060-10-000,2024-07,2024,[07] July,"Marabut, Samar",[1] Operational,,,,,[A] Operational,A,08-060-10-000,Marabut,Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-08] 08-060-10-000,2024-08,2024,[08] August,"Marabut, Samar",[1] Operational,,,,Zero Transactions for the month of August 2024.,[A] Operational,A,08-060-10-000,Marabut,Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-09] 08-060-10-000,2024-09,2024,[09] September,"Marabut, Samar",[1] Operational,,,,,[A] Operational,A,08-060-10-000,Marabut,Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2023-12] 08-060-10-000,2023-12,2023,[12] December,"Marabut, Samar",[1] Operational,,,,Normal Operations,[A] Operational,A,08-060-10-000,Marabut,Samar,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-01] 04-021-13-000,2024-01,2024,[01] January,"Maragondon, Cavite",[1] Operational,,,,,[A] Operational,B,04-021-13-000,Maragondon,Cavite,Region IV-A (CALABARZON),8th,Municipality,3rd,R4A,F
[2024-02] 04-021-13-000,2024-02,2024,[02] February,"Maragondon, Cavite",[1] Operational,,,,,[A] Operational,B,04-021-13-000,Maragondon,Cavite,Region IV-A (CALABARZON),8th,Municipality,3rd,R4A,F
[2024-03] 04-021-13-000,2024-03,2024,[03] March,"Maragondon, Cavite",[1] Operational,,,,,[A] Operational,B,04-021-13-000,Maragondon,Cavite,Region IV-A (CALABARZON),8th,Municipality,3rd,R4A,F
[2024-04] 04-021-13-000,2024-04,2024,[04] April,"Maragondon, Cavite",[1] Operational,,,,,[A] Operational,B,04-021-13-000,Maragondon,Cavite,Region IV-A (CALABARZON),8th,Municipality,3rd,R4A,F
[2024-05] 04-021-13-000,2024-05,2024,[05] May,"Maragondon, Cavite",[1] Operational,,,,,[A] Operational,B,04-021-13-000,Maragondon,Cavite,Region IV-A (CALABARZON),8th,Municipality,3rd,R4A,F
[2024-06] 04-021-13-000,2024-06,2024,[06] June,"Maragondon, Cavite",[1] Operational,,,,,[A] Operational,B,04-021-13-000,Maragondon,Cavite,Region IV-A (CALABARZON),8th,Municipality,3rd,R4A,F
[2024-07] 04-021-13-000,2024-07,2024,[07] July,"Maragondon, Cavite",[1] Operational,,,,,[A] Operational,B,04-021-13-000,Maragondon,Cavite,Region IV-A (CALABARZON),8th,Municipality,3rd,R4A,F
[2024-08] 04-021-13-000,2024-08,2024,[08] August,"Maragondon, Cavite",[1] Operational,,,,,[A] Operational,B,04-021-13-000,Maragondon,Cavite,Region IV-A (CALABARZON),8th,Municipality,3rd,R4A,F
[2024-09] 04-021-13-000,2024-09,2024,[09] September,"Maragondon, Cavite",[1] Operational,,,,,[A] Operational,B,04-021-13-000,Maragondon,Cavite,Region IV-A (CALABARZON),8th,Municipality,3rd,R4A,F
[2023-12] 04-021-13-000,2023-12,2023,[12] December,"Maragondon, Cavite",[1] Operational,,,,,[A] Operational,B,04-021-13-000,Maragondon,Cavite,Region IV-A (CALABARZON),8th,Municipality,3rd,R4A,F
[2024-01] 11-082-05-000,2024-01,2024,[01] January,"Maragusan, Davao de Oro",[1] Operational,,,,,[A] Operational,A,11-082-05-000,Maragusan,Davao de Oro,Region XI (Davao Region),1st,Municipality,1st,R11,P
[2024-02] 11-082-05-000,2024-02,2024,[02] February,"Maragusan, Davao de Oro",[1] Operational,,,,,[A] Operational,A,11-082-05-000,Maragusan,Davao de Oro,Region XI (Davao Region),1st,Municipality,1st,R11,P
[2024-03] 11-082-05-000,2024-03,2024,[03] March,"Maragusan, Davao de Oro",[1] Operational,,,,,[A] Operational,A,11-082-05-000,Maragusan,Davao de Oro,Region XI (Davao Region),1st,Municipality,1st,R11,P
[2024-04] 11-082-05-000,2024-04,2024,[04] April,"Maragusan, Davao de Oro",[1] Operational,,,,,[A] Operational,A,11-082-05-000,Maragusan,Davao de Oro,Region XI (Davao Region),1st,Municipality,1st,R11,P
[2024-05] 11-082-05-000,2024-05,2024,[05] May,"Maragusan, Davao de Oro",[1] Operational,,,,,[A] Operational,A,11-082-05-000,Maragusan,Davao de Oro,Region XI (Davao Region),1st,Municipality,1st,R11,P
[2024-06] 11-082-05-000,2024-06,2024,[06] June,"Maragusan, Davao de Oro",[1] Operational,,,,,[A] Operational,A,11-082-05-000,Maragusan,Davao de Oro,Region XI (Davao Region),1st,Municipality,1st,R11,P
[2024-07] 11-082-05-000,2024-07,2024,[07] July,"Maragusan, Davao de Oro",[1] Operational,,,,,[A] Operational,A,11-082-05-000,Maragusan,Davao de Oro,Region XI (Davao Region),1st,Municipality,1st,R11,P
[2024-08] 11-082-05-000,2024-08,2024,[08] August,"Maragusan, Davao de Oro",[1] Operational,,,,,[A] Operational,A,11-082-05-000,Maragusan,Davao de Oro,Region XI (Davao Region),1st,Municipality,1st,R11,P
[2024-09] 11-082-05-000,2024-09,2024,[09] September,"Maragusan, Davao de Oro",[1] Operational,,,,,[A] Operational,A,11-082-05-000,Maragusan,Davao de Oro,Region XI (Davao Region),1st,Municipality,1st,R11,P
[2023-12] 11-082-05-000,2023-12,2023,[12] December,"Maragusan, Davao de Oro",[1] Operational,,,,,[A] Operational,A,11-082-05-000,Maragusan,Davao de Oro,Region XI (Davao Region),1st,Municipality,1st,R11,P
[2024-01] 09-073-17-000,2024-01,2024,[01] January,"Margosatubig, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,A,09-073-17-000,Margosatubig,Zamboanga del Sur,Region IX (Zamboanga Peninsula),2nd,Municipality,3rd,R9,L
[2024-02] 09-073-17-000,2024-02,2024,[02] February,"Margosatubig, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,A,09-073-17-000,Margosatubig,Zamboanga del Sur,Region IX (Zamboanga Peninsula),2nd,Municipality,3rd,R9,L
[2024-03] 09-073-17-000,2024-03,2024,[03] March,"Margosatubig, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,A,09-073-17-000,Margosatubig,Zamboanga del Sur,Region IX (Zamboanga Peninsula),2nd,Municipality,3rd,R9,L
[2024-04] 09-073-17-000,2024-04,2024,[04] April,"Margosatubig, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,A,09-073-17-000,Margosatubig,Zamboanga del Sur,Region IX (Zamboanga Peninsula),2nd,Municipality,3rd,R9,L
[2024-05] 09-073-17-000,2024-05,2024,[05] May,"Margosatubig, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,A,09-073-17-000,Margosatubig,Zamboanga del Sur,Region IX (Zamboanga Peninsula),2nd,Municipality,3rd,R9,L
[2024-06] 09-073-17-000,2024-06,2024,[06] June,"Margosatubig, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,A,09-073-17-000,Margosatubig,Zamboanga del Sur,Region IX (Zamboanga Peninsula),2nd,Municipality,3rd,R9,L
[2024-07] 09-073-17-000,2024-07,2024,[07] July,"Margosatubig, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,A,09-073-17-000,Margosatubig,Zamboanga del Sur,Region IX (Zamboanga Peninsula),2nd,Municipality,3rd,R9,L
[2024-08] 09-073-17-000,2024-08,2024,[08] August,"Margosatubig, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,A,09-073-17-000,Margosatubig,Zamboanga del Sur,Region IX (Zamboanga Peninsula),2nd,Municipality,3rd,R9,L
[2024-09] 09-073-17-000,2024-09,2024,[09] September,"Margosatubig, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,A,09-073-17-000,Margosatubig,Zamboanga del Sur,Region IX (Zamboanga Peninsula),2nd,Municipality,3rd,R9,L
[2023-12] 09-073-17-000,2023-12,2023,[12] December,"Margosatubig, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,A,09-073-17-000,Margosatubig,Zamboanga del Sur,Region IX (Zamboanga Peninsula),2nd,Municipality,3rd,R9,L
[2024-01] 03-077-07-000,2024-01,2024,[01] January,"Maria Aurora, Aurora",[1] Operational,,,,,[A] Operational,A,03-077-07-000,Maria Aurora,Aurora,Region III (Central Luzon),Lone ,Municipality,2nd,R3,E
[2024-02] 03-077-07-000,2024-02,2024,[02] February,"Maria Aurora, Aurora",[1] Operational,,,,,[A] Operational,A,03-077-07-000,Maria Aurora,Aurora,Region III (Central Luzon),Lone ,Municipality,2nd,R3,E
[2024-03] 03-077-07-000,2024-03,2024,[03] March,"Maria Aurora, Aurora",[1] Operational,,,,,[A] Operational,A,03-077-07-000,Maria Aurora,Aurora,Region III (Central Luzon),Lone ,Municipality,2nd,R3,E
[2024-04] 03-077-07-000,2024-04,2024,[04] April,"Maria Aurora, Aurora",[1] Operational,,,,,[A] Operational,A,03-077-07-000,Maria Aurora,Aurora,Region III (Central Luzon),Lone ,Municipality,2nd,R3,E
[2024-05] 03-077-07-000,2024-05,2024,[05] May,"Maria Aurora, Aurora",[1] Operational,,,,,[A] Operational,A,03-077-07-000,Maria Aurora,Aurora,Region III (Central Luzon),Lone ,Municipality,2nd,R3,E
